0.116656098,0.996169978
0.983123368,0.204762049
0.072718625,0.962743489
0.577875897,0.511897903
0.646798765,0.583427458
0.60765441,0.016226371
0.02038999,0.304672942
0.022666668,0.076543494
0.960326576,0.482542686
0.288716559,0.624005862
0.577629962,0.661657539
0.755743877,0.185374268
0.88018426,0.435776393
0.696726871,0.655281987
0.25762919,0.198501549
0.633989506,0.985441285
0.217322358,0.059316771
0.921035566,0.676553275
0.1730937,0.176134682
0.451728191,0.183914476
0.75287491,0.871103899
0.696502415,0.328970986
0.649450646,0.039531998
0.827659083,0.989579203
0.1274595,0.805267051
0.764244284,0.922200338
0.110894762,0.520829143
0.055284608,0.500731399
0.690069838,0.82729692
0.825646688,0.403116814
0.713424278,0.811861581
0.750682211,0.328050629
0.331631838,0.552538098
0.650101894,0.692672208
0.474796609,0.980947698
0.47038572,0.119244609
0.072879912,0.554108891
0.494047295,0.162019525
0.613995782,0.84424483
0.68825399,0.218885071
0.719628611,0.705546558
0.704949097,0.958146282
0.217132529,0.617357416
0.437450263,0.892155499
0.573028541,0.553696869
0.149581079,0.527839987
0.936326729,0.812378982
0.180090888,0.796848525
0.851166123,0.246502715
0.400449882,0.871716889
0.022916647,0.016873391
0.863894159,0.156053303
0.017506679,0.965567518
0.875660704,0.349545953
0.167936095,0.040288214
0.229840053,0.048877558
0.620215315,0.494593436
0.365658467,0.214383718
0.355066683,0.793466
0.658921811,0.99680464
0.260082957,0.430370077
0.058494229,0.588934892
0.63980679,0.166197182
0.161238855,0.664339275
0.171152983,0.650826346
0.797810086,0.284581182
0.903111756,0.396572339
0.896666232,0.566372292
0.904121781,0.811580181
0.338596761,0.839680431
0.146006294,0.961264427
0.119228396,0.072146422
0.012725874,0.870531359
0.700683255,0.667394172
0.128726779,0.267552045
0.345932999,0.043827997
0.315163633,0.418215793
0.750456987,0.251048161
0.418391948,0.04905145
0.759638885,0.351528318
0.158831052,0.955027058
0.316706385,0.297105041
0.801650042,0.881970127
0.748351604,0.56010049
0.837074668,0.560963371
0.008292814,0.412745633
0.503009631,0.108035987
0.571178109,0.098445926
0.553292047,0.590674995
0.560199271,0.40196962
0.074597028,0.489038698
0.885402594,0.277680148
0.182163474,0.43056493
0.65307155,0.807202325
0.466301699,0.737339735
0.393598402,0.100711431
0.177079536,0.374907062
0.061595295,0.679223191
0.743341252,0.765729405
0.329808507,0.811975804
0.085220992,0.81993589
0.653482347,0.467645251
0.4728122,0.947308773
0.186206897,0.338841434
0.858545569,0.077766492
0.310226097,0.045867066
0.800530333,0.358193791
0.202827279,0.556297767
0.657185997,0.384260765
0.258937486,0.665419581
0.445556864,0.017508522
0.573836165,0.541724864
0.301651547,0.976074966
